edge_index,score
0,0.6032341660075731
1,0.5864780259391208
2,0.38658021459617986
3,0.5690412114255318
4,0.5691427001602822
5,0.4217836820112968
6,0.5965612816977315
7,0.5621775982865902
8,0.4701693112064561
9,0.5690210886591588
10,0.5691260770054524
11,0.632465546324358
12,0.5683701609121388
13,0.5682704219831599
14,0.5687367452212804
15,0.7309717371371778
16,0.8109894801677013
17,0.7344179796042638
18,0.7339507814632575
19,0.7081367718183282
20,0.7011401734407481
21,0.7011602962071211
22,0.5623814506589768
23,0.5691689472468556
24,0.5692126923911446
25,0.5625739292938483
26,0.5690228384649304
27,0.5690945805015643
28,0.48871900219075687
29,0.5688636061397184
30,0.5688697304599188
31,0.5689423473994387
32,0.5156782597131718
33,0.568885478711863
34,0.5687796154626836
35,0.5687761158511405
36,0.5687953637146277
37,0.5687568679876533
38,0.5578634521568105
39,0.5623298313887158
40,0.569028087882245
41,0.5690184639505014
42,0.5685092704709778
43,0.5686492549327025
44,0.5689659697773546
45,0.5326102552616659
46,0.5690438361341891
47,0.5892050982340961
48,0.2167248185451415
49,0.21641947743800438
50,0.5684445276574301
51,0.30902882280066907
52,0.44600449350122146
53,0.202125314090136
54,0.3025781638238155
55,0.5682240521302135
56,0.5685643893527819
57,0.5689948415725854
58,0.3025877877555591
59,0.21680705941640474
60,0.636535594549005
61,0.5692520630210046
62,0.5580629300147684
63,0.562630797981424
64,0.6307559860855444
65,0.5693553015615267
66,0.5693194305432097
67,0.5692686861758344
68,0.33603270037025895
69,0.42185892365947375
70,0.5694646644222491
71,0.30281351270009027
72,0.3101434490771524
73,0.37990383067479505
74,0.278722186837261
75,0.569087581278478
76,0.5764437647421136
77,0.4462407172803819
78,0.21658133447187364
79,0.5676072455957389
80,0.567721857873776
81,0.5677778516584658
82,0.5041050443400782
83,0.4710800851105527
84,0.48465332848053866
85,0.4816270393986267
86,0.4552880880222296
87,0.48462620649107946
88,0.4847408187691166
89,0.4554061999118098
90,0.4557342884939771
91,0.4556091773813106
92,0.46805904544595545
93,0.4558952706249606
94,0.46179561568665883
95,0.571156726603347
96,0.7682504741973641
97,0.4229403036262975
98,0.691240647288151
99,0.3459182280766835
100,0.24140320424432885
101,0.24146007293190458
102,0.20265200562737531
103,0.20265812994757582
104,0.5520575966067767
105,0.20674217661839533
106,0.20269137625723543
107,0.5579780644348477
108,0.24686259825159407
109,0.20435806625464573
110,0.5494582601331252
111,0.222584043171208
112,0.29001193367536204
113,0.42976454613537896
114,0.5776213840263731
115,0.21274313551195817
116,0.6414368005151428
117,0.21282275167456413
118,0.2867441713969749
119,0.21386913552595663
120,0.2865341947043878
121,0.232467821071861
122,0.4915939330734289
123,0.22190599343472878
124,0.4255440146143778
125,0.2364136330867274
126,0.20771944314181123
127,0.2665864089086111
128,0.21044389072812916
129,0.49151956632813754
130,0.3076945958998551
131,0.3615492430340232
132,0.26170795041750367
133,0.2668068844358276
134,0.2669844897216409
135,0.23547311248451425
136,0.2078498036717924
137,0.20764070188209108
138,0.20764857600806308
139,0.20803528308357772
140,0.20790229784493922
141,0.20790667235936813
142,0.20792242061131214
143,0.20794691789211397
144,0.20607725042520278
145,0.20626797925430276
146,0.32526264584631104
147,0.3253527608435463
148,0.20292410042485284
149,0.30074961679253603
150,0.3520241753165399
151,0.2026240087350304
152,0.23348620803090855
153,0.2095296172124894
154,0.2095042450288018
155,0.2028261113016455
156,0.2045400460548879
157,0.20333180516962618
158,0.5525431677083844
159,0.21159001350850054
160,0.35946872397163915
161,0.7242104876358724
162,0.5606263954701027
163,0.21531360019037887
164,0.35313442707859427
165,0.2114972738026079
166,0.23556935180195
167,0.35975744192394643
168,0.3527800914098535
169,0.3547346244566853
170,0.2349665437136478
171,0.30930704191834707
172,0.5566140908359172
173,0.26085666990964
174,0.2658182441748966
175,0.2949910059983342
176,0.3055502089268091
177,0.3162511461227804
178,0.27889891722018856
179,0.6894785928761906
180,0.34417629643109615
181,0.3601616470571767
182,0.3590846416047819
183,0.5487478389898721
184,0.2030115907134308
185,0.2321904768570688
186,0.23170140614391804
187,0.2600998789134406
188,0.294948135756931
189,0.31632288815941434
190,0.5506560021837575
191,0.20723912145751822
192,0.208987177423306
193,0.20734410980381177
194,0.5646194522408013
195,0.5566788336494649
196,0.5518659928747909
197,0.5559692874090976
198,0.5567523254918704
199,0.5667393419330454
200,0.5650551538779195
201,0.5637699215387092
202,0.579392187467191
203,0.5526271583854192
204,0.5633088477179032
205,0.5550033946231967
206,0.5550252671953413
207,0.5529211257550412
208,0.5561153961910228
209,0.5576928460940835
210,0.5537374101474736
211,0.559577386910053
212,0.7216216499968504
213,0.5586578639770986
214,0.5565484731194836
215,0.5479245553743534
216,0.5545484451225914
217,0.5489079462179698
218,0.5661916527265474
219,0.554899281179789
220,0.5540016308189791
221,0.549276280332883
222,0.5557846829001981
223,0.5615205462193695
224,0.428195845261176
225,0.5526227838709903
226,0.5541547388239905
227,0.5882059591385356
228,0.548287640071952
229,0.3284980367179243
230,0.27352788840438713
231,0.5941666724993526
232,0.6057171403974158
233,0.5581084249648289
234,0.5771559356911382
235,0.5498685895865559
236,0.5680691943194306
237,0.5567409517543552
238,0.5494801327052697
239,0.5695889006320297
240,0.5546306859938547
241,0.5641067591497343
242,0.5641058842468486
243,0.5595590139494516
244,0.5492657814982537
245,0.554200233774051
246,0.5489621901968882
247,0.5640638889083311
248,0.558425139809481
249,0.556300875602808
250,0.5488615763650234
251,0.5574085026562052
252,0.5632239821379826
253,0.5630691243271997
254,0.5590156992573824
255,0.5565475982165979
256,0.5662310233564074
257,0.560991229973473
258,0.5538887683467135
259,0.5638512875070867
260,0.5533375795286722
261,0.5618162633947631
262,0.5558013060550279
263,0.5485142399193689
264,0.5544434567762978
265,0.5499683285155348
266,0.5564111133664164
267,0.5669388197910031
268,0.5642108725931422
269,0.55730176450414
270,0.5491634178606174
271,0.5606762649345922
272,0.5488187061236203
273,0.5503436618535342
274,0.5755618626332477
275,0.5584111413633087
276,0.5548721591903298
277,0.20163536847409938
278,0.5550243922924555
279,0.58023821855774
280,0.5534268196230219
281,0.5502797939428723
282,0.59524105324309
283,0.559477647981074
284,0.5544303332330112
285,0.5567392019485837
286,0.5880406024931233
287,0.5568546891295065
288,0.5760544329579417
289,0.5569141825257395
290,0.5553139851476486
291,0.558195040350521
292,0.5508344823724566
293,0.5586027450952944
294,0.6736061047223758
295,0.5550943845233179
296,0.5576132299314775
297,0.5554460954834013
298,0.5489709392257459
299,0.5491030495614987
300,0.5493051521281137
301,0.5494442616869527
302,0.5672914056539724
303,0.7077614384803287
304,0.5587890994099655
305,0.5773956590818419
306,0.5577129688604564
307,0.5559885352725847
308,0.5555397100921797
309,0.5499132096337306
310,0.563480328683516
311,0.5634654553344578
312,0.5649265431537099
313,0.5566070916128311
314,0.5498510915288403
315,0.5558485508108599
316,0.5551022586492899
317,0.5657577008952006
318,0.5509438452331792
319,0.551420667305929
320,0.5491581684433028
321,0.22961563766421925
322,0.25399655638224156
323,0.5526026611046173
324,0.5538336494649094
325,0.5674847591917297
326,0.55221857873776
327,0.5900835007314187
328,0.5488851987429395
329,0.556495978946337
330,0.5571180348981263
331,0.5571346580529561
332,0.5644987156425636
333,0.6102351388995821
334,0.5580200597733651
335,0.5480417923610479
336,0.5542457287241116
337,0.5493873929993771
338,0.5510523331910158
339,0.5550200177780267
340,0.556674459135036
341,0.5644007265193564
342,0.5734778439593204
343,0.5686615035731034
344,0.5481074100774813
345,0.5574986176534404
346,0.5538546471341681
347,0.5543375935271184
348,0.566522366017372
349,0.5655407249795272
350,0.5610139774485032
351,0.5737201920586815
352,0.5830842776451813
353,0.5984256997473281
354,0.5681916807234396
355,0.5583289004920453
356,0.33011485725084516
357,0.5721768633681661
358,0.5512850573586331
359,0.5510777053747034
